sku,description
EF32340,"This external halyard commercial grade flagpole single corner flag kit comes complete with a 1 1/2"" diameter clear anodized aluminum pole with a cast aluminum single-pulley stationary truck, and topped with a 3"" anodized aluminum ball ornament. Also included is 50 feet of 1/4 inch braided polypropylene halyard, 2 nylon flag snaps, a 9"" cast aluminum cleat with mounting screws and cast aluminum mounting bracket. Optional 3' X 5' flag is sold separately by AmericanFlags.com and mounting screws should be obtained locally depending on your mounting surface (wood, concrete, etc). This wall-mounted set is perfect for those looking for solid quality at a great price!"
EF050469,"The perfect finishing touch for any indoor flag presentation set, this luxurious silver cord and tassel totals 9' in length with a 4.5"" tassel."
Sierra-Leone-Flag-2X3,"Our world flags conform to all official specifications. Emblems and designs are executed with the highest possible degree of accuracy in regard to detail, color shades, placement and proportion to flag size. Ideal for indoor or outdoor display, our world flags are made of Nyl-Glo 100% heavyweight nylon, specially treated to minimize sun and chemical deterioration. Our world flags are extremely durable, fast-drying, and boast brilliant, fast colors. These flags are also finished with strong canvas headings and large grommets."
Sierra-Leone-Flag-3X5,"Our world flags conform to all official specifications. Emblems and designs are executed with the highest possible degree of accuracy in regard to detail, color shades, placement and proportion to flag size. Ideal for indoor or outdoor display, our world flags are made of Nyl-Glo 100% heavyweight nylon, specially treated to minimize sun and chemical deterioration. Our world flags are extremely durable, fast-drying, and boast brilliant, fast colors. These flags are also finished with strong canvas headings and large grommets."
Sierra-Leone-Flag-4X6,"Our world flags conform to all official specifications. Emblems and designs are executed with the highest possible degree of accuracy in regard to detail, color shades, placement and proportion to flag size. Ideal for indoor or outdoor display, our world flags are made of Nyl-Glo 100% heavyweight nylon, specially treated to minimize sun and chemical deterioration. Our world flags are extremely durable, fast-drying, and boast brilliant, fast colors. These flags are also finished with strong canvas headings and large grommets."
Sierra-Leone-Flag-5X8,"Our world flags conform to all official specifications. Emblems and designs are executed with the highest possible degree of accuracy in regard to detail, color shades, placement and proportion to flag size. Ideal for indoor or outdoor display, our world flags are made of Nyl-Glo 100% heavyweight nylon, specially treated to minimize sun and chemical deterioration. Our world flags are extremely durable, fast-drying, and boast brilliant, fast colors. These flags are also finished with strong canvas headings and large grommets."
AF1083671,"Sure to compliment the elegant decor in any lobby, office, conference room or home, this complete Mahogany Signature Indoor US Flag Set includes:
<ul>
<li>3 ft. x 5 ft. Presentation Signature U.S. flag with flannel-lined pole sleeve and golden yellow fringe.</li>
<li>8ft. x 1-1/4in. Signature mahogany wood pole with gold hardware.</li>
<li>Solid mahogany floor stand with gold-plated hardware.</li>
<li>7 in. Antique gold-plated aluminum eagle ornament.</li>
<li>9 ft. Golden cord with 5 in. tassel.</li><br>
This indoor flag set is top-of-the-line, handcrafted in America and sure to delight. Makes a great gift!<br><br>
<b>Other sites retail this set for $549.99. Our price is just $399!</b>"
EFSilverHalyard,This pre-bagged polypropylene halyard is made of weather resistant solid braided silver multifilament and is designed to last. Our silver halyard comes in several pre-cut lengths and several diameters to fit every outdoor flagpole.
AF2825,"Solid hardwood buffed to a gleaming Mahogany finish and trimmed with polished brass fittings, this elegant indoor flagpole is worthy of the finest location. This 8 ft. pole has a 1 1/4 inch diameter. Brass fittings and butt ferrule."
AF2826,"When only the best will do...this mahogany floor stand is buffed to a gleaming finish and trimmed with beautiful polished brass fittings. Each weighs a solid 11 LBS for great stability and makes a handsome addition to any residential or commercial setting. Comes with one, two and three holes and accommodates flagpoles that are 1 1/4"" in diameter."
Singapore-Flag-2X3,"Our world flags conform to all official specifications. Emblems and designs are executed with the highest possible degree of accuracy in regard to detail, color shades, placement and proportion to flag size. Ideal for indoor or outdoor display, our world flags are made of Nyl-Glo 100% heavyweight nylon, specially treated to minimize sun and chemical deterioration. Our world flags are extremely durable, fast-drying, and boast brilliant, fast colors. These flags are also finished with strong canvas headings and large grommets."
Singapore-Flag-3X5,"Our world flags conform to all official specifications. Emblems and designs are executed with the highest possible degree of accuracy in regard to detail, color shades, placement and proportion to flag size. Ideal for indoor or outdoor display, our world flags are made of Nyl-Glo 100% heavyweight nylon, specially treated to minimize sun and chemical deterioration. Our world flags are extremely durable, fast-drying, and boast brilliant, fast colors. These flags are also finished with strong canvas headings and large grommets."
